Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
6;GFA SUPLEMENTOS Y CRÉDITOS EXTRAORD.;001;190;15374;61901;2011/000318;2011/000318;MADRID CALLE 30 S.A. INVERSIONES DE REPOSICIÓN;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0;14758,4;14758,4;0;0;14758,4;14758,4;0;0;0;
6;GFA SUPLEMENTOS Y CRÉDITOS EXTRAORD.;001;190;15374;61901;2011/000318;2023/001022;CALLE 30. ADECUACIÓN RED PEATONAL E ITINERARIO ACCESIBLE PASARELA MARQUÉS DE ZAFRA;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0;673485,6;673485,6;0;0;673485,6;673485,6;673485,6;0;0;
;;001;190;15377;61904;2023/001677;2023/001677;ITINERARIO DE CONEXIÓN DE MADRID RÍO CON EL MERCADO DE USERA. ADECUACIÓN;212;USERA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;36255;36255;0,12;0;36254,88;36254,88;0;0;0;
;;001;190;15377;61904;2023/001678;2023/001678;ITINERARIO HABITABLE ENTRE EL MERCADO DE USERA Y LA PZA. DEL HIDRÓGENO. REMODELACIÓN;212;USERA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;856951,1;856951,1;0;0;856951,1;856951,1;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15377;61904;2023/001677;2023/001677;ITINERARIO DE CONEXIÓN DE MADRID RÍO CON EL MERCADO DE USERA. ADECUACIÓN;212;USERA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;1919128,44;1919128,44;0;0;1919128,44;1919128,44;1146440,4;0;1146440,4;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15377;61904;2023/001678;2023/001678;ITINERARIO HABITABLE ENTRE EL MERCADO DE USERA Y LA PZA. DEL HIDRÓGENO. REMODELACIÓN;212;USERA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;4329760,7;4329760,7;0;0;4329760,7;4329760,7;1246043,63;0;1246043,63;
;;001;190;16501;60917;2024/000317;2024/000317;EFICIENCIA ENERGÉTICA DEL ALUMBRADO PÚBLICO DE LA CIUDAD. PLAN DE MEJORA;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;577793;-547794,12;29998,88;29998,88;0;0;0;0;0;0;
;;001;190;16501;60917;2024/000317;2024/020317;TECNOLOGÍA LED, SOPORTES Y LUMINIARIAS C/ DOCTOR ESQUERDO Y OTRAS, DISTRITO RETIRO. INSTALACIÓN;203;RETIRO;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;143396,28;143396,28;0;0;143396,28;143396,28;129881,22;0;129881,22;
;;001;190;16501;60917;2024/000317;2024/030317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS C/ MARQUÉS DE URQUIJO Y OTRAS,  MONCLOA-ARAVACA. INSTALACIÓN;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;6110,75;6110,75;0;0;6110,75;6110,75;6110,75;0;6110,75;
;;001;190;16501;60917;2024/000317;2024/040317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS C/ SINESIO DELGADO Y OTRAS,  FUENCARRAL-EL PARDO. INSTALACIÓN;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;15091,34;15091,34;0;0;15091,34;15091,34;15091,34;0;15091,34;
;;001;190;16501;60917;2024/000317;2024/050317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS AVENIDA REINA VICTORIA Y OTRAS, DISTRITO TETUÁN. INSTALACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;2658,08;2658,08;0;0;2658,08;2658,08;2658,08;0;2658,08;
;;001;190;16501;60917;2024/000317;2024/060317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS C/ JOSÉ ABASCAL Y OTRAS, DISTRITO CHAMBERÍ. INSTALACIÓN;207;CHAMBERI;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;1045,63;1045,63;0;0;1045,63;1045,63;1045,63;0;1045,63;
;;001;190;16501;60917;2024/000317;2024/070317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS C/ JOAQUÍN COSTA Y OTRAS, DISTRITO CHAMARTÍN. INSTALACIÓN;205;CHAMARTIN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;123442,68;123442,68;0;0;123442,68;123442,68;122220,6;0;122220,6;
;;001;190;16501;60917;2024/000317;2024/080317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS C/ FRANCISCO SILVELA Y OTRAS, DISTRITO SALAMANCA. INSTALACIÓN;204;SALAMANCA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;5481,7;5481,7;0;0;5481,7;5481,7;5481,7;0;5481,7;
;;001;190;16501;60917;2024/000317;2024/100317;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN BARRIO DE VALDEMARÍN, DISTRITO MONCLOA-ARAVACA. INSTALACIÓN;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;280567,66;280567,66;0;0;280567,66;280567,66;249856,93;0;249856,93;
;;001;190;16501;60917;2025/000299;2025/000299;OBRAS DE MEJORA DEL ALUMBRADO PÚBLICO EN LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;2000000;-1676741,28;323258,72;323258,72;0;0;0;0;0;0;
;;001;190;16501;60917;2025/000299;2025/010299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN AVENIDA DE LOS MADROÑOS, DISTRITO HORTALEZA. INSTALACIÓN;216;HORTALEZA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;183431,61;183431,61;0;0;183431,61;183431,61;147848,16;0;147848,16;
;;001;190;16501;60917;2025/000299;2025/020299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN BULEVAR PASEO CASTELLANA, DISTRITO TETUÁN. INSTALACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;424709,9;424709,9;0;0;424709,9;424709,9;208534,48;0;208534,48;
;;001;190;16501;60917;2025/000299;2025/030299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN BULEVAR C/ MARCELIANO SANTA MARÍA, CHAMARTÍN. INSTALACIÓN;205;CHAMARTIN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;405247,08;405247,08;0;0;405247,08;405247,08;367951,73;0;367951,73;
;;001;190;16501;60917;2025/000299;2025/040299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN BULEVAR PASEO CASTELLANA, DISTRITO CHAMARTÍN. INSTALACIÓN;205;CHAMARTIN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;350248,39;350248,39;0;0;350248,39;350248,39;350109,6;0;350109,6;
;;001;190;16501;60917;2025/000299;2025/050299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN CALLES LÍGULA Y OTRAS, DISTRITO CHAMARTÍN. INSTALACIÓN;205;CHAMARTIN;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;278724,61;278724,61;0;0;278724,61;278724,61;268621,75;0;268621,75;
;;001;190;16501;60917;2025/000299;2025/060299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN LA CALLE NARVÁEZ, DISTRITO SALAMANCA. INSTALACIÓN;204;SALAMANCA;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;20069,7;20069,7;0;0;20069,7;20069,7;19460,39;0;19460,39;
;;001;190;16501;60917;2025/000299;2025/070299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS EN LA CALLE NARVÁEZ, DISTRITO RETIRO. INSTALACIÓN;203;RETIRO;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;19334,47;19334,47;0;0;19334,47;19334,47;17218,23;0;17218,23;
;;001;190;16501;60917;2025/000299;2025/080299;TECNOLOGÍA LED, SOPORTES Y LUMINARIAS COLONIA SAN CRISTÓBAL ÁNGELES, DISTRITO VILLAVERDE.INSTALACIÓN;217;VILLAVERDE;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;0;229039,58;229039,58;0;0;229039,58;229039,58;210283,77;0;210283,77;
;;001;190;16501;61911;2025/001398;2025/001398;TÚNEL COSTA RICA - GRAN VÍA DE HORTALEZA. OBRAS DE RENOVACIÓN Y MEJORA DE SEGURIDAD;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0;589639;589639;0;0;589639;589639;0;0;0;
;;001;190;16501;61916;2025/000301;2025/000301;OBRAS DE ADECUACIÓN Y MEJORA INSTALACIONES HIDRAÚLICAS DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;500000;-500000;0;0;0;0;0;0;0;0;
;;001;190;93301;63200;2024/001467;2024/001467;CENTRO DEPORTIVO BLANCA FERNÁNDEZ OCHOA. OBRAS DE REFORMA;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;20832,11;20832,11;0;0;20832,11;20832,11;20832,11;0;20832,11;
;;001;190;93301;63200;2024/001469;2024/001469;CENTRO DÍA MAYORES MARGARITA RETUERTO. SUBSANACIÓN HUMEDADES Y SUSTITUCIÓN APARATOS ELEVACIÓN;204;SALAMANCA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;227665;50508,89;278173,89;0,78;0;278173,11;278173,11;108029,75;0;108029,75;
;;001;190;93301;63200;2024/001471;2024/001471;EDIFICIO SEDE AGENCIA PARA EL EMPLEO LOS CÁRMENES. REFORMA INSTALACIÓN PROTECCIÓN CONTRA INCENDIOS;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;85,31;85,31;0;0;85,31;85,31;85,31;0;85,31;
;;001;190;93301;63200;2024/001481;2024/001481;CENTRO DEPORTIVO PUEBLO NUEVO. SUBSANACIÓN PATOLOGÍAS DE VESTUARIOS Y ACCESOS;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;20815,41;20815,41;0;0;20815,41;20815,41;20815,41;0;20815,41;
;;001;190;93301;63200;2024/001486;2024/001486;ESCUELA INFANTIL LA CHULAPONA. OBRAS DE REFORMA DE LA RED DE SANEAMIENTO;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;472273,28;472273,28;17144,83;0;455128,45;455128,45;18251,8;0;18251,8;
;;001;190;93301;63200;2024/001489;2024/001489;CENTRO DEPORTIVO FRANCISCO FERNÁNDEZ OCHOA. OBRAS DE CLIMATIZACIÓN DEL PABELLÓN POLIDEPORTIVO;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;59621,65;59621,65;0;0;59621,65;59621,65;59621,65;0;59621,65;
;;001;190;93301;63200;2024/001496;2024/001496;ALBERGUE JUVENIL MEJÍA LEQUERICA. OBRAS DE REPARACIÓN EN CUBIERTA;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0;86559,7;86559,7;0;0;86559,7;86559,7;82941,89;0;82941,89;
;;001;190;93301;63200;2024/001526;2024/001526;ANTIGUA UNIDAD POLICÍA MUNICIPAL HORTALEZA, C/AREQUIPA, 2. DEMOLICIÓN Y REFORMA APARCAMIENTO PARCELA;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;451247,33;451247,33;119466,41;0;331780,92;331780,92;205220,22;0;205220,22;
;;001;190;93301;63200;2024/001544;2024/001544;CENTRO DEPORTIVO FRANCISCO FERNÁNDEZ OCHOA. OBRAS DE REFORMA INSTALACIÓN DE FONTANERÍA;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;1147,02;1147,02;0;0;1147,02;1147,02;1147,02;0;1147,02;
;;001;190;93301;63200;2024/001568;2024/001568;CENTRO MAYORES EL ALMENDRO. OBRAS REFORMA INSTALACIÓN CLIMATIZACIÓN Y ENVOLVENTE DEL ATRIO PRINCIPAL;219;VICALVARO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0;903921,67;903921,67;16878,51;0;887043,16;887043,16;887043,16;0;887043,16;
;;001;190;93301;63200;2025/000332;2025/000332;ESTUDIOS Y TRABAJOS TÉCNICOS. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;400000;-400000;0;0;0;0;0;0;0;0;
;;001;190;93301;63200;2025/000334;2025/000334;CENTRO DE SERVICIOS SOCIALES RAMÓN PÉREZ DE AYALA. SUBSANACIÓN DE PATOLOGÍAS;213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;130000;0;130000;104425,8;0;25574,2;25574,2;5349,81;0;0;
;;001;190;93301;63200;2025/000336;2025/000336;CENTRO DEPORTIVO MUNICIPAL MARQUÉS DE SAMARANCH. AMPLIACIÓN PISTAS PÁDEL;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;150000;0;150000;114317,2;0;35682,8;35682,8;27023,27;0;27023,27;
;;001;190;93301;63200;2025/001101;2025/001101;BASE 12 SAMUR-PROTECCIÓN CIVIL PARQUE DARWIN, MORATALAZ. OBRAS DE DEMOLICIÓN;214;MORATALAZ;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;141256,32;141256,32;0;0;141256,32;141256,32;133700,55;0;133700,55;
;;001;190;93301;63200;2025/001104;2025/001104;CENTRO CULTURAL EL POZO DEL TÍO RAIMUNDO. OBRAS DE REFORMA;213;PUENTE DE VALLECAS;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0;419281,9;419281,9;0;0;419281,9;419281,9;39321,11;0;39321,11;
;;001;190;93301;63200;2025/001115;2025/001115;CENTRAL TÉRMICA DEL MATADERO. REHABILITACIÓN PARA ABASTACIMIENTO EDIFICIO ANTIGUO MERCADO DE LEGAZPI;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;0;55055;55055;0;0;55055;55055;0;0;0;
;;001;190;93301;63200;2025/001126;2025/001126;PARQUE DE LIMPIEZA Y MAQUINARIA TRECE ROSAS. OBRAS DE REFORMA DE OFICINAS Y DESMONTAJE DE CUBIERTA;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;05;TRATAMIENTO DE RESIDUOS;;;;;;;0;1825567,03;1825567,03;0;0;1825567,03;1825567,03;163264,21;0;163264,21;
;;001;190;93301;63200;2025/001159;2025/001159;EDIFICIO AGENCIA PARA EL EMPLEO, Pº PONTONES, 10. OBRAS DE REFORMA DE LA ENVOLVENTE;202;ARGANZUELA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;707127,59;707127,59;311532,69;0;395594,9;395594,9;0;0;0;
;;001;190;93301;63200;2025/001160;2025/001160;EDIFICIO C/ ESPÍRITU SANTO, 34.  OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;149821,78;149821,78;0;0;149821,78;149821,78;149821,78;0;149821,78;
;;001;190;93301;63200;2025/001162;2025/001162;CANTÓN DE LIMPIEZA C/ ISLA DE AROSA S/N. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;35689,92;35689,92;5525,73;0;30164,19;30164,19;30164,18;0;24982,94;
;;001;190;93301;63200;2025/001166;2025/001166;CENTRO DEPORTIVO BARAJAS. REFORMA DE LA IMPERMEABILIZACIÓN DE CUBIERTA Y CLIMATIZACIÓN;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;783808,69;783808,69;0;0;783808,69;783808,69;47697,16;0;47697,16;
;;001;190;93301;63200;2025/001212;2025/001212;NAVE EN EDIFICIO CALLE DOCTOR ESQUERDO, 138. OBRAS DE DESAMIANTADO Y DEMOLICIÓN;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;878308,92;878308,92;0;0;878308,92;878308,92;548568,08;0;548568,08;
;;001;190;93301;63200;2025/001231;2025/001231;CENTRO DEPORTIVO MORATALAZ. OBRAS DE REFORMA DEL CENTRO DE TRANSFORMACIÓN;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;172753,19;172753,19;1003,19;0;171750;171750;0;0;0;
;;001;190;93301;63200;2025/001233;2025/001233;CENTRO DEPORTIVO LA ELIPA. ADECUACIÓN INSTALACIÓN ELÉCTRICA;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;300000;300000;300000;0;0;0;0;0;0;
;;001;190;93301;63200;2025/001248;2025/001248;PUNTO LIMPIO Y CENTRO DE CONTENEDORES AVENIDA  DAROCA, 104-106. OBRAS DE REFORMA Y ACONDICIONAMIENTO;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0;1600000;1600000;19801,8;0;1580198,2;1580198,2;271359,63;0;271359,63;
;;001;190;93301;63200;2025/001257;2025/001257;BASE 18 SAMUR PROTECCIÓN CIVIL, AVENIDA RAFAEL ALBERTI, 49. OBRAS DE DEMOLICIÓN  (PARA CERMUS);213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;;;;;;;0;155749,65;155749,65;0;0;155749,65;155749,65;116392,21;0;116392,21;
;;001;190;93301;63200;2025/001258;2025/001258;RESIDENCIA NUESTRA SEÑORA DE LA PALOMA, CERCEDILLA. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0;106505,25;106505,25;0;0;106505,25;106505,25;0;0;0;
;;001;190;93301;63200;2025/001277;2025/001277;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. SUBNACIÓN DE PATOLOGÍAS EN PISCINAS DE VERANO;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;487350,81;487350,81;465327,54;0;22023,27;22023,27;22023,27;0;22023,27;
;;001;190;93301;63200;2025/001291;2025/001291;CENTRO ATENCIÓN INTEGRAL SOCIOSANITARIA, C/ HERMANOS ÁLVAREZ QUINTERO, 3 Y 7. OBRAS DE REFORMA;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;0;799923,58;799923,58;0;0;799923,58;799923,58;332446,83;0;332446,83;
;;001;190;93301;63200;2025/001305;2025/001305;CENTRO PARA EL EMPLEO CALLE ÁNCORA, 41. OBRAS SUBSANACIÓN DE PATOLOGÍAS EN PABELLONES D Y E;202;ARGANZUELA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;1537830,62;1537830,62;37830,78;0;1499999,84;1499999,84;18405,43;0;18405,43;
;;001;190;93301;63200;2025/001318;2025/001318;COMPLEJO NAVAS DE TOLOSA, CALLE BENIMANET, 109. OBRAS DE DEMOLICIÓN DEL MÓDULO 2;217;VILLAVERDE;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;280803,98;280803,98;3688,36;0;277115,62;277115,62;11661,4;0;0;
;;001;190;93301;63200;2025/001332;2025/001332;CENTRO DEPORTIVO WILFRED AGBONAVBARE. OBRAS DE DEMOLICIÓN Y CONSTRUCCIÓN DE NUEVOS VESTUARIOS;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;87073,23;87073,23;2955,43;0;84117,8;84117,8;13924,07;0;6984,72;
;;001;190;93301;63200;2025/001345;2025/001345;CENTRO CULTURAL VALDERRIVAS. ACONDICIONAMIENTO TALUD E IMPLANTACIÓN RESTOS FUENTE DE SAN PEDRO;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0;128628,55;128628,55;4259,51;0;124369,04;124369,04;0;0;0;
;;001;190;93301;63200;2025/001350;2025/001350;DEPARTAMENTO CALLE SOR ÁNGELA DE LA CRUZ, 26. OBRAS DE ACONDICIONAMIENTO Y REFORMA;206;TETUAN;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;239367,78;239367,78;0;0;239367,78;239367,78;0;0;0;
;;001;190;93301;63200;2025/001351;2025/001351;CENTRO CULTURAL EL MADROÑO. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0;11080,12;11080,12;0;0;11080,12;11080,12;9611,73;0;2202,2;
;;001;190;93301;63200;2025/001353;2025/001353;ESCUELA INFANTIL LAS PLÉYADES. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;288581,53;288581,53;0;0;288581,53;288581,53;19563,31;0;19563,31;
;;001;190;93301;63200;2025/001357;2025/001357;CENTRO DE FORMACIÓN BARAJAS. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;292872,41;292872,41;0;0;292872,41;292872,41;0;0;0;
;;001;190;93301;63200;2025/001358;2025/001358;CENTRO DEPORTIVO FRANCISCO FERNÁNDEZ OCHOA. OBRAS DE REFORMA MURO DE CONTENCIÓN Y PISTAS PÁDEL;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;602465,24;602465,24;0;0;602465,24;602465,24;0;0;0;
;;001;190;93301;63200;2025/001365;2025/001365;FUNDACIÓN DE AYUDA CONTRA LA DROGADICCIÓN JUVENTUD, EDIFICIOS 1 Y 3. OBRAS DE REFORMA;205;CHAMARTIN;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;;;;;;;0;330000;330000;623,34;0;329376,66;329376,66;0;0;0;
;;001;190;93301;63200;2025/001371;2025/001371;CANTÓN DE LIMPIEZA CALLE HIDRATOS, 2. OBRAS DE REHABILITACIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;05;TRATAMIENTO DE RESIDUOS;;;;;;;0;579730,47;579730,47;0;0;579730,47;579730,47;0;0;0;
;;001;190;93301;63200;2025/001379;2025/001379;EDIFICIO A DE LA AGENCIA PARA EL EMPLEO CALLE ÁNCORA, 41. OBRAS INSTALACIÓN DE MAMPARA;202;ARGANZUELA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0;33011,35;33011,35;0;0;33011,35;33011,35;0;0;0;
;;001;190;93301;63200;2025/001388;2025/001388;CENTRO DEPORTIVO SAN BLAS. OBRAS DE REFORMA DE ASEOS DEL PABELLÓN CIRCULAR;220;SAN BLAS-CANILLEJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0;524756,47;524756,47;324756,47;0;200000;200000;0;0;0;
;;001;190;93301;63200;2025/001405;2025/001405;CENTRO DE SERVICIOS SOCIALES CONCEPCIÓN ARENAL. OBRAS DE SUBSANANCIÓN DE PATOLOGÍAS;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;0;12423,26;12423,26;12423,26;0;0;0;0;0;0;
;;001;190;93301;63200;2025/001415;2025/001415;EDIFICIO PLAZA DE LA VILLA, 5. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN CUBIERTAS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;368573,51;368573,51;0;0;368573,51;368573,51;0;0;0;
;;001;190;93301;63200;2025/001419;2025/001419;CENTRO MULTIFUNCIONAL C/FÚCAR C/V COSTANILLA DE LOS DESAMPARADOS. ACONDICIONAMIENTO DE ESPACIOS;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0;37982,44;37982,44;37982,44;0;0;0;0;0;0;
;;001;190;93301;63200;2025/001420;2025/001420;PABELLÓN DE PUERTA BONITA. OBRAS DE REPARACIÓN;211;CARABANCHEL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0;4983,69;4983,69;0;0;4983,69;4983,69;0;0;0;
;;001;190;93301;63200;2025/001426;2025/001426;ESCUELA INFANTIL DOÑA FRANCISQUITA. OBRAS SUBSANACIÓN PATOLOGÍAS EN SANEAMIENTOS Y PAVIMENTOS PATIOS;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0;60000;60000;60000;0;0;0;0;0;0;
