Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;100;91216;61900;2025/000089;2025/000089;EDIFICIO PLAZA DE LA VILLA, 4. RESTAURACIÓN DE LÁMPARAS, FAROLES Y OTROS;201;CENTRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;12000;0;12000;12000;0;0;0;0;0;0;
;;001;100;91230;62500;2025/000091;2025/000091;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000;0;4000;2389,25;0;1610,75;1610,75;1610,75;0;1610,75;
;;001;100;91230;62599;2025/000091;2025/000091;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;17000;19000;3580,24;0;15419,76;15419,76;556,6;0;556,6;
;;001;100;91230;62901;2025/000098;2025/000098;SERVICIOS SECRETARÍA GENERAL DEL PLENO. SEÑALIZACIÓN;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0;
;;001;100;91230;63200;2025/000099;2025/000099;EDIFICIO PLAZA DE LA VILLA, 4. OBRAS DE ADECUACIÓN DE CLIMATIZACIÓN;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;31800;46800;1813,11;0;44986,89;44986,89;33518,51;0;33518,51;
;;001;100;91230;63301;2025/000091;2025/000091;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;18000;18000;2906,07;0;15093,93;15093,93;0;0;0;
;;001;100;91230;63600;2025/000092;2025/000092;SERVICIOS SECRETARÍA GENERAL DEL PLENO. ELEMENTOS DE COMUNICACIÓN Y TRANSCRIPCIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;12000;-4000;8000;8000;0;0;0;0;0;0;
;;001;100;91240;62500;2025/000100;2025/000100;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNCIPALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000;0;5000;5000;0;0;0;0;0;0;
;;001;100;91240;62599;2025/000100;2025/000100;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNCIPALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;1875,37;0;124,63;124,63;124,63;0;124,63;
;;001;100;91240;62901;2025/000097;2025/000097;SERVICIOS GRUPOS POLITICOS MUNICIPALES. SEÑALIZACIÓN;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0;
;;001;102;92012;60900;2025/000341;2025/000341;BELÉN ARTÍSTICO DEL AYUNTAMIENTO DE MADRID. ADQUISICIÓN DE NUEVAS FIGURAS;203;RETIRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;5000;0;5000;1128;0;3872;3872;0;0;0;
;;001;102;92012;62302;2025/000061;2025/000061;EQUIPAMIENTO SERVICIOS DE COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;58,52;0;941,48;941,48;941,48;0;941,48;
;;001;102;92012;62500;2025/000062;2025/000062;SERVICIOS COORDINACIÓN GENERAL ALCALDÍA. MOBILIARIO Y EQUIPOS OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;0;15000;9789,13;0;5210,87;5210,87;5210,87;0;5210,87;
;;001;102;92012;62599;2025/000061;2025/000061;EQUIPAMIENTO SERVICIOS DE COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;3000;18000;3128,35;0;14871,65;14871,65;13182,49;0;13182,49;
;;001;102;92012;62600;2025/000061;2025/000061;EQUIPAMIENTO SERVICIOS DE COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;6000;6000;527,41;0;5472,59;0;0;0;0;
;;001;102;92012;63200;2025/001450;2025/001450;EDIFICIO CAMINO DE HORMIGUERAS, 133. OBRAS DE INSTALACIÓN DE PUERTA CORTAFUEGOS;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;2000;2000;2000;0;0;0;0;0;0;
;;001;102;92012;63301;2025/000063;2025/000063;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;-88000;7000;3237,32;0;3762,68;3762,68;3762,68;0;0;
;;001;102;92012;63400;2025/000315;2025/000315;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. FURGONETA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;0;95000;4250;10527;80223;80223;80223;0;80223;
;;001;102;92012;63500;2025/000062;2025/000062;SERVICIOS COORDINACIÓN GENERAL ALCALDÍA. MOBILIARIO Y EQUIPOS OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0;
;;001;102;92012;63599;2025/000061;2025/000061;EQUIPAMIENTO SERVICIOS DE COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;13000;13000;1137,34;0;11862,66;11862,66;0;0;0;
;;001;120;13000;62500;2025/001156;2025/001156;SERVICIOS ADMINISTRATIVOS VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS. MOBILIARIO DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5619;5619;0,61;0;5618,39;5618,39;5617,95;0;5617,95;
;;001;120;13000;62599;2025/001500;2025/001500;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;11000;11000;11000;0;0;0;0;0;0;
;;001;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6787,2;6787,2;0;0;6787,2;6787,2;6787,2;0;6787,2;
;;001;120;13000;63200;2023/001530;2023/001530;PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1002153;0;1002153;0,06;0;1002152,94;1002152,94;1000739,06;0;931543,83;
;;001;120;13000;63200;2024/001247;2024/001247;PARQUE DE BOMBEROS NÚMERO 9, EDIFICIO OESTE. OBRAS DE REFORMA Y AMPLIACIÓN;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1289172;0;1289172;0,71;0;1289171,29;1289171,29;610531,73;0;368545,56;
;;001;120;13000;63200;2024/001341;2024/001341;EDIFICIO AVENIDA ORCASUR, 51. OBRAS REHABILITACIÓN PARA CENTRO LOGÍSTICO POLICÍA MUNICIPAL ORCASUR;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;116220;116220;0;116220;0;0;0;0;0;
;;001;120;13000;63200;2024/001513;2024/001513;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE ADECUACIÓN DE CLIMATIZACIÓN;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;78258,75;78258,75;0;0;78258,75;78258,75;78258,75;0;78258,75;
;;001;120;13000;63200;2025/000352;2025/000352;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA EDIFICIO 2;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;1241653;-91432,1;1150220,9;196893,06;0;953327,84;953327,84;96658,9;0;96658,9;
;;001;120;13000;63200;2025/001084;2025/001084;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. OBRAS INSTALACIÓN MAMPARAS PARA ACONDICIONAMIENTO ESPACIO;205;CHAMARTIN;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1600;1600;341,6;0;1258,4;1258,4;1258,4;0;1258,4;
;;001;120;13000;63200;2025/001254;2025/001254;PARQUE DE BOMBEROS Nº 11. OBRAS DE REPARACIÓN DE DAÑOS DEL MURO FRONTÓN;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;14031,03;14031,03;3315,09;0;10715,94;10715,94;0;0;0;
;;001;120;13000;63200;2025/001255;2025/001255;CAMPA DEL PARQUE DE BOMBEROS Nº 9. OBRAS DE INSTALACIÓN DE GRUPO ELECTRÓGENO;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;14106,94;14106,94;0;0;14106,94;14106,94;0;0;0;
;;001;120;13000;63200;2025/001256;2025/001256;PARQUE DE BOMBEROS Nº 1. OBRAS DE ADECUACIÓN DE LA INSTALACIÓN DE CLIMATIZACIÓN;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;48148,18;48148,18;0;0;48148,18;48148,18;0;0;0;
;;001;120;13000;63200;2025/001274;2025/001274;COMISARÍA INTEGRAL POLICÍA MUNICIPAL, DISTRITO TETUÁN. OBRAS ACONDICIONAMIENTO SISTEMA CLIMATIZACIÓN;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;363000;363000;33919,54;0;329080,46;329080,46;158062,38;0;30353,76;
;;001;120;13000;63200;2025/001299;2025/001299;PARQUE DE BOMBEROS Nº 12. ADECUACIÓN DE INSTALACIÓN ELÉCTRICA Y DE CLIMATIZACIÓN;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;405000;405000;0;0;405000;405000;0;0;0;
;;001;120;13000;63200;2025/001300;2025/001300;PARQUE DE BOMBEROS Nº 10. MEJORA DE LA EFICIENCIA ENERGÉTICA DEL TALLER ALMACÉN;217;VILLAVERDE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;440000;440000;0;0;440000;440000;125045,22;0;125045,22;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;120;13000;63200;2024/001341;2024/001341;EDIFICIO AVENIDA ORCASUR, 51. OBRAS REHABILITACIÓN PARA CENTRO LOGÍSTICO POLICÍA MUNICIPAL ORCASUR;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1410000;0;1410000;0,01;0;1409999,99;1409999,99;839646,49;0;805807,23;
;;001;120;13000;63301;2025/001425;2025/001425;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;2100;2100;129,76;0;1970,24;1970,24;0;0;0;
;;001;120;13000;63599;2025/001310;2025/001310;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. FUENTES DE AGUA REFRIGERADA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;12100;12100;355,13;0;11744,87;11744,87;0;0;0;
;;001;120;13001;62300;2025/001268;2025/001268;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. MAQUINARIA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2350;2350;234,27;0;2115,73;2115,73;0;0;0;
;;001;120;13001;62301;2025/000366;2025/000366;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;300000;-18700;281300;1297,84;0;280002,16;0;0;0;0;
;;001;120;13001;62302;2025/000020;2025/000020;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ÚTILES Y HERRAMIENTAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000;-15005;2995;2995;0;0;0;0;0;0;
;;001;120;13001;62500;2025/000021;2025/000021;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ADQUISICIÓN MOBILIARIO OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;7000;0;7000;6456,71;0;543,29;543,29;0;0;0;
;;001;120;13001;62599;2025/000023;2025/000023;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;5900;5900;2209,77;0;3690,23;3690,23;0;0;0;
;;001;120;13001;62601;2025/000022;2025/000022;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS PROCESOS DE DATOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;36300;18000;54300;7507,48;0;46792,52;46792,52;46792,52;0;46792,52;
;;001;120;13001;63200;2025/001316;2025/001316;CENTRO INTEGRAL DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). OBRAS DE CONSERVACIÓN Y MEJORA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;20855;20855;17082,64;0;3772,36;3772,36;242;0;242;
;;001;120;13001;63300;2025/001284;2025/001284;CENTRO INTEGRAL DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). MAQUINARIA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;7000;7000;492,77;0;6507,23;6507,23;6507,23;0;0;
;;001;120;13001;63301;2025/000366;2025/000366;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;77200;77200;216,19;0;76983,81;1997,69;0;0;0;
;;001;120;13001;63599;2025/000023;2025/000023;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;5000;-3400;1600;1600;0;0;0;0;0;0;
;;001;120;13001;63600;2025/000024;2025/000024;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. RENOVACION EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;40000;-40000;0;0;0;0;0;0;0;0;
;;001;120;13001;64100;2025/000025;2025/000025;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ADQUISICIÓN LICENCIAS INFORMÁTICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;16300;-16300;0;0;0;0;0;0;0;0;
;;001;120;13201;62302;2024/000124;2024/000124;OTRO EQUIPAMIENTO DIVERSO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1608,2;1608,2;1100;0;508,2;508,2;508,2;0;508,2;
;;001;120;13201;62302;2025/001191;2025/001191;SERVICIOS POLICÍA MUNICIPAL.ÚTILES DE MEDIDA PARAMETROS CONFORT DEPENDENCIAS Y PREVENCIÓN RIESGOS;999;NO DISTRITALIZABLE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2700;2700;2700;0;0;0;0;0;0;
;;001;120;13201;62302;2025/001215;2025/001215;SERVICIOS POLICÍA MUNICIPAL. ADQUISICIÓN DE CASCOS DE SEGURIDAD;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;45891,8;45891,8;21965,04;0;23926,76;23926,76;6080,25;0;0;
;;001;120;13201;62500;2024/000110;2024/010110;UNIDAD LOGÍSTICA POLÍCIA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1173,7;1173,7;0;0;1173,7;1173,7;1173,7;0;1173,7;
;;001;120;13201;62500;2024/000110;2024/020110;COMISARÍA PRINCIPAL POLICÍA JUDICIAL DE MADRID, C/ PLOMO 14. MOBILIARIO Y EQUIPOS DE OFICINA;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;47848,24;47848,24;0;0;47848,24;47848,24;47848,24;0;47848,24;
;;001;120;13201;62500;2024/000110;2024/030110;COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO PUENTE VALLECAS. MOBILIARIO Y EQUIPOS DE OFICINA;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;4537,5;4537,5;0;0;4537,5;4537,5;4537,5;0;4537,5;
;;001;120;13201;62500;2024/000110;2024/040110;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). MOBILIARIO Y EQUIPOS DE OFICINA;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;17728,92;17728,92;0;0;17728,92;17728,92;17728,92;0;17728,92;
;;001;120;13201;62500;2024/000110;2024/050110;NUEVO ALMACEN VESTUARIO POLICÍA MUNICIPAL C/ REAL DE SAN VICENTE, 8. MOBILIARIO Y EQUIPOS OFICINA;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;14298,57;14298,57;0;0;14298,57;14298,57;14298,57;0;14298,57;
;;001;120;13201;62500;2024/000110;2024/060110;SECCIÓN CANINA DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;7151,1;7151,1;0;0;7151,1;7151,1;7151,1;0;7151,1;
;;001;120;13201;62500;2024/000110;2024/070110;COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFICINA;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6521,9;6521,9;0;0;6521,9;6521,9;6521,9;0;6521,9;
;;001;120;13201;62500;2024/000110;2024/080110;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DISTRITO BARAJAS. MOBILIARIO Y EQUIPOS DE OFICINA;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2940,3;2940,3;0;0;2940,3;2940,3;2940,3;0;2940,3;
;;001;120;13201;62500;2024/000110;2024/090110;SERVICIOS DIRECCIÓN GENERAL DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;34708,85;34708,85;0;0;34708,85;34708,85;34708,85;0;34708,85;
;;001;120;13201;62500;2024/000110;2024/100110;COMISARÍA INTEGRAL DE LA POLICÍA MUNICIPAL DISTRITO CENTRO-NORTE. MOBILIARIO Y EQUIPOS DE OFICINA;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2940,3;2940,3;0;0;2940,3;2940,3;2940,3;0;2940,3;
;;001;120;13201;62500;2024/000110;2024/110110;DEPENDENCIA POLICÍA MUNICIPAL T-4 AEROPUERTO ADOLFO SUAREZ BARAJAS. MOBILIARIO Y EQUIPOS OFICINA;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;453,75;453,75;0;0;453,75;453,75;453,75;0;453,75;
;;001;120;13201;62500;2025/000111;2025/000111;EQUIPAMIENTO UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;38350;-37955,97;394,03;394,03;0;0;0;0;0;0;
;;001;120;13201;62500;2025/000111;2025/020111;EQUIPAMIENTO DEPENDENCIAS ALMACÉN VESTUARIO POLICÍA MUNICIPAL, CALLE REAL DE SAN VICENTE, 8;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1730,3;1730,3;0;378,37;1351,93;1351,93;0;0;0;
;;001;120;13201;62500;2025/000111;2025/030111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;4444,33;4444,33;0;968,81;3475,52;3475,52;0;0;0;
;;001;120;13201;62500;2025/000111;2025/040111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1539,89;1539,89;0;0;1539,89;1539,89;0;0;0;
;;001;120;13201;62500;2025/000111;2025/050111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1539,89;1539,89;0;0;1539,89;1539,89;0;0;0;
;;001;120;13201;62500;2025/000111;2025/060111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE CARABANCHEL;211;CARABANCHEL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1539,89;1539,89;0;0;1539,89;1539,89;0;0;0;
;;001;120;13201;62500;2025/000111;2025/070111;SERVICIOS DIRECCIÓN GENERAL DE LA POLICÍA MUNICIPAL. MOBILIARIO, EQUIPOS DE OFICINA Y ENSERES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;6037,8;6037,8;0;95,17;5942,63;5942,63;5590,1;0;5590,1;
;;001;120;13201;62500;2025/000111;2025/080111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE VICÁLVARO;219;VICALVARO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1539,89;1539,89;0;0;1539,89;1539,89;0;0;0;
;;001;120;13201;62500;2025/000111;2025/090111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE USERA;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1539,89;1539,89;0;0;1539,89;1539,89;0;0;0;
